experiment,metric,baseline,p_value,significant
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.3671875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.8515625,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0322265625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.98046875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.8681640625,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0078125,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.6875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.1162109375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.33984375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.76171875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.8125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.8203125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.8125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.9912109375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.6064453125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0322265625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.65234375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.8203125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.1162109375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.01953125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.4521484375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.2451171875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0068359375,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.3212890625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.2890625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0068359375,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0185546875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.5,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.615234375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0322265625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.9580078125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.1875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.9951171875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.998046875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.9931640625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.6875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.998046875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.615234375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.9931640625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.8125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0185546875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.6875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.5390625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0322265625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.9951171875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.8056640625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.7216796875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.71484375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.71484375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.947265625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.9990234375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.998046875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.9931640625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.9033203125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.947265625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.97265625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.013671875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.990234375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.7841796875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.7216796875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.4609375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.7841796875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.615234375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.080078125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.1162109375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.2158203125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.3759765625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.470703125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.0244140625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.951171875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.615234375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.8125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.3125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.8388671875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.001953125,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.96875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.21875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.935546875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.109375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.53125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.98828125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.69140625,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.34375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.28125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.9033203125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.9677734375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.4609375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.998046875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.9990234375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.9580078125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.34765625,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.9755859375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.8837890625,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.001953125,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.9345703125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.5,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.994140625,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.7841796875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.1611328125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.0654296875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
