experiment,metric,baseline,p_value,significant
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,full_information,0.9677734375,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,popularity,0.125,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,full_information,1.0,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,popularity,0.7841796875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,full_information,1.0,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,popularity,0.4609375,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,full_information,0.990234375,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,popularity,0.0654296875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,full_information,0.6875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,popularity,0.7216796875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,full_information,0.544921875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,popularity,0.125,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,full_information,0.9580078125,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,popularity,0.1796875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,full_information,0.9990234375,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,popularity,0.8388671875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,full_information,0.9580078125,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,popularity,0.0966796875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,full_information,0.6875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,popularity,0.3388671875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0244140625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,full_information,0.9990234375,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,popularity,0.947265625,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,full_information,0.9345703125,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,popularity,0.1162109375,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,full_information,0.9931640625,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,popularity,0.92578125,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0029296875,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,full_information,1.0,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,popularity,0.47265625,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.001953125,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,full_information,0.9921875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,popularity,0.25390625,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.052734375,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,full_information,0.9990234375,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,popularity,0.9375,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.013671875,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,full_information,0.58984375,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,popularity,0.46875,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.001953125,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,full_information,0.7265625,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,popularity,0.9345703125,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,full_information,0.8984375,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,popularity,0.962890625,False
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0322265625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.1611328125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,full_information,0.8125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,popularity,0.0185546875,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,full_information,1.0,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,popularity,0.9931640625,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0029296875,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,full_information,1.0,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,popularity,0.0654296875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,full_information,1.0,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,popularity,0.0654296875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,full_information,1.0,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,popularity,0.75390625,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.001953125,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,full_information,0.9814453125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,popularity,0.8388671875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0322265625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,full_information,0.9970703125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,popularity,0.9033203125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.001953125,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,full_information,0.986328125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,popularity,0.4228515625,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,full_information,0.998046875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,popularity,0.7841796875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.001953125,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,full_information,1.0,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,popularity,0.0966796875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,full_information,0.990234375,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,popularity,0.9345703125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,full_information,0.8388671875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,popularity,0.8623046875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0029296875,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,full_information,0.9970703125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,popularity,0.6875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,full_information,0.8837890625,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,popularity,0.615234375,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0068359375,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,full_information,0.9677734375,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,popularity,0.6875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,full_information,0.5390625,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,popularity,0.849609375,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,full_information,0.9970703125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,popularity,0.6875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0029296875,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0244140625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,full_information,0.9345703125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,popularity,0.65234375,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,full_information,0.24609375,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,popularity,0.0322265625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,full_information,0.5771484375,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,popularity,0.2158203125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
